,cluster_id,cluster_size,cluster_beams,max_snr,min_snr,best_candidate_index,best_candidate_file,best_period,best_acc,best_dm,max_dm,min_dm,total_nassoc,max_distance,min_distance,fit_decay,fit_decay_error,fit_amplitude,fit_amplitude_error,spatial_rfi,low_nassoc
17,9,5,5,45.748836517334,23.1769599914551,18,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_33_dm_225_250/overview.xml,0.0195995514018692,0.00811290927231312,246.0,249.800003051758,246.0,25529,24.471298787102207,9.276790031204635,,,,,0,0
18,214,5,5,12.6776723861694,9.154465675354,400,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_1_dm_225_250/overview.xml,0.00188911329283608,0.000119178555905819,241.699996948242,245.600006103516,240.5,31,59.755938034766864,9.276790031204635,,,,,0,0
19,91,4,4,20.7289390563965,12.5657806396484,154,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_1_dm_225_250/overview.xml,0.00107394804841864,0.000119178555905819,248.399993896484,248.399993896484,246.899993896484,286,34.983803684263364,9.276790031204635,,,,,0,0
20,201,4,4,13.0405015945435,10.9633340835571,379,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_0_dm_225_250/overview.xml,0.0036464282185115,0.0,240.5,245.300003051758,240.5,54,59.755938034766864,27.147762269623193,,,,,0,0
21,76,4,4,22.5761775970459,16.3823738098145,126,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_0_dm_225_250/overview.xml,0.00290363730904562,0.0,243.100006103516,246.300003051758,243.100006103516,372,34.983803684263364,17.670078935360586,,,,,0,0
22,163,4,4,15.3554792404175,10.0636892318726,311,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_0_dm_225_250/overview.xml,0.00134014025994337,0.0,240.399993896484,243.899993896484,236.300003051758,40,34.983803684263364,17.373189434247553,,,,,0,0
23,82,4,4,22.0367774963379,16.5461387634277,134,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_0_dm_225_250/overview.xml,0.0046116589911236,0.0,244.199996948242,248.399993896484,244.199996948242,830,34.983803684263364,17.670078935360586,,,,,0,0
24,45,4,4,26.2021465301514,18.5426826477051,79,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_1_dm_225_250/overview.xml,0.00156796407463563,0.000119178555905819,244.5,248.600006103516,240.600006103516,632,24.471298787102207,9.276790031204635,,,,,0,0
25,166,4,4,15.1932897567749,12.7164306640625,315,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_33_dm_225_250/overview.xml,0.000944556646418041,0.0,244.300003051758,244.600006103516,243.0,177,17.969182668977474,9.276790031204635,,,,,0,0
26,74,4,4,22.8126125335693,17.4191703796387,124,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_0_dm_225_250/overview.xml,0.00132878315936039,0.0,247.5,247.5,245.899993896484,951,34.983803684263364,17.373189434247553,,,,,0,0
27,253,4,4,11.7668142318726,10.0408840179443,468,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_33_dm_225_250/overview.xml,0.0223994873164219,-0.0158682838082314,231.600006103516,236.199996948242,227.5,101,17.969182668977474,9.276790031204635,,,,,0,0
28,245,4,4,11.967700958252,11.3246765136719,454,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_0_dm_225_250/overview.xml,0.00143849924071402,0.000119178555905819,239.5,240.899993896484,239.5,118,34.983803684263364,9.276790031204635,,,,,0,0
29,52,4,4,24.1113777160645,15.7221660614014,97,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_1_dm_225_250/overview.xml,0.000911607054627875,0.0,248.100006103516,248.100006103516,245.699996948242,435,24.471298787102207,9.276790031204635,,,,,0,0
30,796,4,3,9.29863739013672,9.05896377563477,1185,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_4_dm_225_250/overview.xml,0.00114005099195361,4.00496482849121,230.0,231.0,226.300003051758,7,23.131064462352604,23.131064462352604,,,,,0,0
31,97,4,4,20.278621673584,14.5139770507812,164,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_1_dm_225_250/overview.xml,0.00166804686413502,0.000119178555905819,243.100006103516,243.100006103516,239.399993896484,896,34.983803684263364,9.276790031204635,,,,,0,0
32,58,4,4,23.8402900695801,16.5310287475586,104,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_33_dm_225_250/overview.xml,0.00340861772375113,0.0,242.699996948242,246.300003051758,242.699996948242,875,17.969182668977474,9.276790031204635,,,,,0,0
